3 100
3500 3
 2.04175  0.82422 -0.4913 
 2.68368  0.81908 -0.25342
 2.01791  0.98451 -0.04691
 1.35745  0.66176 -0.01791
 2.4789   1.08478  0.83109
 1.99714  1.06918  0.47826
 2.04733  0.97518 -0.16717
 1.98471  1.00266  0.00184
 2.62505  0.72148  0.52511
 1.89891  0.98832 -0.14688
 2.02516  0.99524 -0.0039 
 2.14641  0.86468  0.11323
 2.01104  0.98042 -0.24436
 1.89947  1.21957 -0.05386
 2.31285  1.32702  0.84241
 2.2236   1.1739  -0.34739
 2.1419   0.49514 -0.01485
 2.25027  1.26038 -0.14732
 2.00729  1.22517  0.53297
 2.68928  0.65144 -0.60735
 1.9276   0.87863  0.93502
 2.3173   0.84702 -0.80999
 1.95894  0.91524 -0.00157
 1.97339  1.02004  0.17909
 2.05001  1.03074 -0.99297
 2.01     0.99427 -0.40965
 1.98735  0.99804 -0.26112
 2.13565  1.19659  0.87952
 2.13433  1.2924  -0.71333
 1.47955  0.22643  0.17032
 2.11437  0.92887 -0.70926
 1.4329   0.39719 -0.35303
 2.00032  0.99825  0.12691
 1.9965   1.04091 -0.65992
 1.63501  1.17941  0.62314
 2.11108  0.88955  0.03515
 2.15686  0.97961 -0.0523 
 2.37611  0.95201  0.07898
 2.00815  0.91169  0.04878
 2.03459  0.97473  0.01733
 1.99766  0.82651 -0.12145
 1.99401  1.096    0.35717
 2.09618  1.0597   0.01001
 2.79311  1.43469 -0.31267
 1.85891  0.86801 -0.73433
 2.07489  1.27814 -0.47595
 1.76002  0.92573 -0.02457
 1.93915  0.8656   0.66741
 2.12014  0.22373  0.25497
 1.22479  1.10438 -0.58608
 1.72801  0.792    0.3094 
 2.00129  0.9738   0.09261
 2.30278  1.62475  0.60505
 2.26032  0.27743  0.06378
 2.16126  1.06469  0.33029
 1.78721  0.71063  0.15187
 2.03021  0.95728  0.25981
 2.21061  1.10781 -0.32333
 2.69017  0.39415  0.04341
 2.03826  0.98004 -0.39648
 2.07276  1.27865 -0.44046
 2.35704  0.98183 -0.51374
 2.27777  0.95894 -0.71153
 1.99545  1.02274  0.02275
 1.51531  1.04026 -0.19354
 2.23275  1.16079 -0.24902
 2.28971  1.31633  0.22955
 1.90585  1.5744  -0.66127
 1.33479  1.16995  0.02168
 2.07552  1.0905   0.00969
 1.99987  0.99992 -0.93068
 1.72835  0.67299  0.62301
 2.05973  1.12972 -0.41924
 2.10125  1.10438 -0.24429
 1.89247  1.09587 -0.48051
 1.92314  1.22058  0.48805
 2.01612  1.12257  0.3662 
 1.91815  1.06678 -0.81924
 1.92605  0.95515 -0.86274
 1.96571  0.99354  0.60676
 2.59593  0.82674 -0.00819
 1.99563  0.99017 -0.34349
 2.05867  1.038   -0.47398
 2.61481  1.51325 -0.49595
 1.75924  1.56888  0.45802
 2.0035   1.02271 -0.42166
 2.35601  0.99966 -0.79436
 2.14591  1.43502  0.10654
 2.70873  1.18844  0.06857
 2.00268  0.99657  0.07783
 1.95606  0.59212 -0.84456
 2.38471  1.19811 -0.62642
 2.01351  1.01089  0.15721
 1.98647  0.82766  0.0319 
 1.90507  1.43138 -0.16641
 1.53253  0.35379 -0.26868
 2.00832  1.01011 -0.90366
 2.1021   1.16553 -0.00495
 1.6391   1.16497 -0.64412
 2.03452  1.01887  0.00863
 1.99336  1.19448  0.00321
 2.30073  1.02148 -0.02334
 1.88061  0.80139  0.42556
 2.10877  1.47405 -0.52709
 1.52759  0.95404 -0.52909
 1.87627  1.24124 -0.29436
 2.0144   1.02901 -0.34208
 1.7998   1.43478 -0.34186
 1.99471  0.78762  0.18817
 1.64181  1.13504  0.74294
 2.10075  1.0934   0.37941
 1.71725  0.23886 -0.50995
 2.15941  0.96832 -0.50259
 1.93916  1.01141  0.59635
 1.99781  1.00145  0.56292
 1.94073  0.83277 -0.05328
 2.02026  1.17127  0.03613
 2.19209  0.81711  0.10652
 1.91944  0.97187 -0.08758
 1.76887  1.7766  -0.53215
 2.0007   0.99743 -0.05802
 2.11438  0.74006 -0.56484
 2.57323  1.51619 -0.61534
 1.99635  1.00076  0.01029
 1.99866  1.06027 -0.07588
 2.2346   1.08368 -0.81449
 2.60041  1.03761  0.34372
 2.16892  0.88433 -0.44743
 2.27235  0.81052  0.60967
 2.02495  0.89687 -0.52615
 1.926    0.60866 -0.66691
 2.25551  1.16818  0.12356
 1.94406  0.67468  0.66084
 2.42611  0.62743  0.14656
 1.68491  0.89193  0.23769
 2.17618  0.73094  0.02894
 1.78231  1.13536 -0.70945
 2.15979  0.90632 -0.02443
 1.63039  1.18574  0.4138 
 1.94097  0.984    0.16221
 2.37288  1.2602   0.73605
 2.34718  1.17797 -0.91326
 2.04462  0.86107  0.00973
 2.67488  1.05142 -0.69951
 2.03326  1.04511  0.02348
 2.11105  1.06077  0.21493
 1.84239  0.41815 -0.04135
 2.02456  1.40669  0.26378
 2.56396  1.10091 -0.69401
 2.00126  0.98717 -0.02937
 1.75933  0.93076  0.04042
 2.41376  1.11079 -0.36357
 1.96496  0.98421 -0.19807
 1.85084  1.46781 -0.5384 
 1.75129  0.93091 -0.60136
 2.43391  0.90733  0.15586
 2.00167  1.03531  0.18631
 1.60977  1.04164  0.71694
 1.83839  1.66296 -0.34219
 2.00705  1.00481  0.0109 
 2.10036  1.21092  0.14603
 1.99991  0.99968  0.00083
 1.68439  0.92128 -0.3939 
 2.30941  1.17416 -0.46239
 2.36572  0.8289   0.03051
 2.0602   0.86879 -0.51396
 1.82013  1.2977   0.36799
 2.34679  1.03145 -0.90592
 1.84887  0.9977   0.5005 
 1.88115  1.00772 -0.28537
 2.02797  0.9282  -0.18406
 2.30163  1.12001  0.66878
 2.24562  1.00679 -0.74511
 2.36846  0.6834  -0.50193
 2.22078  1.09505 -0.35023
 2.01262  1.01637  0.03843
 2.30058  0.31074  0.64135
 2.02824  1.02712 -0.81496
 1.87083  0.96235 -0.00278
 1.91357  0.91247 -0.15952
 1.94813  0.9993   0.17787
 1.91338  0.81057  0.89949
 2.05963  0.7921   0.18365
 1.99998  0.99647  0.06058
 1.97545  0.1765   0.07753
 2.00985  0.84544 -0.08306
 1.83174  0.90925 -0.40293
 1.8378   1.05154 -0.94704
 2.22274  0.84303 -0.17914
 2.02137  1.02417 -0.60123
 2.17712  1.13878 -0.2082 
 2.55257  0.23901  0.08604
 2.08136  0.8985   0.2973 
 1.70909  0.95927 -0.6656 
 2.53651  1.72533 -0.19878
 2.1303   0.93427 -0.28434
 1.134    0.64276 -0.338  
 2.02119  1.01539  0.15126
 2.03635  0.69844 -0.36279
 1.70147  0.54362  0.75585
 2.00902  1.01429 -0.58805
 2.0846   1.32473 -0.04901
 2.74118  1.26012 -0.37066
 2.16287  0.88412 -0.21492
 2.04283  0.94317 -0.19347
 2.28428  0.94224 -0.39181
 1.98661  0.98451 -0.04759
 1.71619  1.44554 -0.35993
 1.96648  0.46506 -0.01468
 2.02272  1.0375   0.12294
 1.71581  0.82407  0.67684
 2.01637  1.45797 -0.07436
 1.899    1.37717 -0.30189
 2.02672  1.04244  0.03256
 2.28833  0.6498   0.23698
 2.0026   1.00269 -0.30909
 2.50965  1.81884  0.1705 
 2.00308  0.99742  0.36687
 1.53092  0.98555  0.21412
 2.31281  0.38442  0.29468
 1.89777  1.13076 -0.11456
 2.12542  0.40378  0.18611
 2.01889  0.91435 -0.17996
 1.77797  1.33661 -0.79035
 2.00511  1.27769 -0.22236
 2.05099  1.03477 -0.29345
 1.22124  1.09037 -0.378  
 2.65645  1.00016 -0.00066
 1.72001  1.31198 -0.11577
 2.3308   0.94319 -0.56898
 2.10613  1.17426  0.43637
 1.47141  0.65176 -0.11672
 2.55361  0.83135 -0.28738
 1.63834  0.9544   0.53859
 2.47138  0.33976  0.34647
 1.83228  0.8063  -0.27423
 1.86477  0.96798  0.01861
 2.30047  0.63965  0.45795
 2.54705  1.26183  0.1637 
 2.21346  1.10691  0.56648
 2.00032  0.99978  0.06542
 1.97369  0.23523 -0.40051
 1.54417  1.58895 -0.01759
 1.95312  0.87303 -0.77248
 2.0022   1.03668  0.30711
 1.50988  1.06563  0.47994
 2.02737  0.97298  0.60614
 2.18284  0.87389 -0.13903
 2.23398  0.92826  0.20388
 1.92202  0.33858 -0.06793
 1.59775  1.18863 -0.81828
 1.89006  0.66209  0.28368
 2.00149  1.00521  0.05446
 1.97088  1.0224  -0.16776
 2.16154  0.9098  -0.10661
 2.10793  1.17102  0.4445 
 2.05776  0.9344   0.56821
 1.49732  0.59596 -0.15148
 2.35523  0.99663  0.67052
 1.95354  1.00318  0.02694
 2.0963   1.53634  0.02341
 2.08787  1.00225 -0.19935
 2.08868  0.8061  -0.27731
 1.84244  1.17238 -0.77971
 2.05228  0.60111 -0.35059
 1.96348  0.47709  0.68027
 1.84519  0.99673  0.1408 
 1.99619  0.99348  0.07028
 2.13497  1.01736  0.76227
 2.21068  1.00483 -0.14232
 2.4981   0.63376 -0.58554
 1.90016  0.94209 -0.23574
 2.10088  0.97382  0.00114
 1.99844  0.99949 -0.86873
 1.98871  1.04064  0.73329
 2.42666  0.52376 -0.20737
 1.80345  0.95118 -0.04497
 1.78384  0.95352 -0.20626
 2.01433  1.01367 -0.00274
 2.00754  0.87938  0.77932
 2.0684   0.64438 -0.43857
 2.22829  1.5969   0.29765
 1.48467  1.09756  0.12061
 1.97426  1.02751 -0.60327
 2.13746  1.32076 -0.39295
 1.87202  0.91269  0.32733
 1.65415  1.55706 -0.51431
 2.0121   1.04318  0.12188
 1.85956  0.87557  0.11946
 2.25745  1.46633 -0.80153
 2.00996  0.9312   0.06011
 2.44237  0.91226  0.24046
 1.54379  0.3043   0.36584
 2.31168  1.35749  0.85226
 2.11138  1.1798  -0.36072
 2.17644  1.11961 -0.87582
 2.26622  1.23689 -0.13719
 2.02777  0.98248 -0.75082
 2.13728  1.02321 -0.10394
 1.881    0.99804 -0.57408
 2.00416  1.01301  0.02025
 2.33779  0.64034 -0.2273 
 1.48846  0.78623  0.00545
 2.10289  0.58967 -0.62723
 1.99681  1.6021  -0.43621
 1.80648  1.14537 -0.86119
 1.92496  0.91817 -0.20729
 1.16438  1.10292 -0.01626
 2.23957  1.64121  0.10992
 2.05902  0.85916  0.02085
 2.04519  1.02488  0.05041
 2.00591  0.95685  0.1638 
 2.01349  1.09168  0.29134
 0.95194  3.00821  0.99257
 0.98655  3.00195  0.73171
 0.98002  2.85292  2.97719
 0.95405  2.99207  1.51629
 1.18139  3.12032 -0.46657
 1.33099  2.50263  0.5499 
 1.05098  3.00972 -0.97795
 1.0105   3.26295 -0.83626
 0.46748  2.5626   1.08414
 0.5765   3.75587  0.5376 
 0.39666  2.53087  2.62396
 1.43476  2.44283  0.2545 
 0.81024  3.40215 -0.23305
 1.39057  3.02771  2.70499
-0.22422  2.54069  2.09798
 1.00005  3.00066  0.98542
 2.09942  3.5804   2.23557
 1.0582   3.64736  1.41032
-0.15024  3.01735  0.21069
 1.01153  2.98409 -0.07418
 1.48381  2.76099  0.38819
 1.08065  2.93943  0.94786
 1.47378  2.53428  1.35251
 1.53342  3.3323   1.07597
 1.01758  3.13763  1.2065 
 1.7196   4.18507  1.78639
 1.33111  3.16016  0.97112
 0.83278  3.29522  1.48601
 0.63921  3.81936  1.43698
 0.43951  2.42552  1.65847
 0.93727  2.80579  2.68556
 0.98605  2.99284  1.39431
 1.65657  2.66263  1.56288
 0.85582  3.623   -0.09401
 1.61642  3.49081  0.57782
 0.9601   3.11076  0.36411
 0.85956  3.12547  1.51452
 0.87893  3.16021  1.00519
 1.5957   3.4823   2.45654
 0.92666  2.98297  2.31801
 1.44993  2.34811  1.74858
 0.27979  3.77933  0.15402
 1.06496  2.21028  0.56088
 0.89433  2.88336  1.19673
 0.52465  3.54862  0.82562
 1.43766  3.42143  2.34663
 0.52542  3.41737  1.56255
 0.95521  2.97172  1.10355
 0.83624  3.12272  1.14449
 0.84726  4.17911 -0.60472
 1.05828  3.8712  -0.08109
 0.54242  2.89347  0.85259
 2.1399   2.85307 -0.43591
 1.05397  2.96888 -0.50678
 1.31261  2.19992  1.10021
 1.459    2.18987  1.10216
 1.03139  3.04256  0.97662
 1.4331   2.53528  0.47855
 0.953    2.98167  0.91698
 1.23204  3.47018  2.74456
 1.08277  3.69865  2.40958
 0.98493  3.01498  1.17104
 1.60377  3.42709  2.78237
 0.91761  3.12987  0.18982
 1.13787  2.3759   2.12833
 1.11049  3.23662  1.4301 
 1.02243  2.85389  1.06821
 1.00455  3.47439  0.50785
 1.05536  3.24416  2.60045
 0.96942  3.07333  0.6186 
 0.88878  2.74767  1.71209
 1.07532  2.9087   1.00567
 1.26884  3.08036  1.68497
 1.30221  2.81953  0.64767
 1.56612  2.50234  0.45911
 1.0689   1.86064  0.32579
 0.97919  2.9969   0.93251
 2.66775  2.90066  1.95523
 1.21917  4.34609  0.76252
 0.46401  2.29129 -0.05893
 1.86873  2.46302  1.72992
 0.48079  3.2191  -0.53145
 1.50962  4.10201  0.77982
 0.60381  3.16735  1.2524 
 0.90586  2.93079  0.92631
 2.16903  3.08513 -0.4918 
 0.91533  2.78614  1.49803
 1.04715  3.00264  0.93611
 0.72219  2.76368 -0.36387
 1.06309  3.08931  2.17615
 0.98873  3.05342  1.93979
 1.13898  2.95188  1.9323 
 1.5248   2.93165  2.08476
 1.08061  3.14543  0.22342
 1.00742  3.68345  1.04251
 0.93038  2.95512  0.9303 
 0.91605  2.96814  0.74804
 1.90116  3.99687  1.95039
 1.11667  4.72473  0.55788
 1.01439  2.75957  1.57707
 1.01754  3.02055  2.48312
 0.97264  2.85627  0.53633
 1.61809  2.64626 -0.205  
 0.99352  3.10187  1.61516
 1.5451   3.16378  1.88828
 0.95205  3.17441  2.38538
 0.66939  4.53704  0.56629
 1.44955  2.99517  0.0961 
 1.36388  2.05935  0.40164
 0.00556  3.55253  0.29066
 0.95183  2.97611  0.68248
 2.18893  1.79257  0.09278
 1.01126  2.83543  0.89986
 1.01242  2.98133  2.0614 
 0.98449  4.10706  1.53031
 0.49908  4.59896  1.10207
 1.09864  3.47027  0.81704
-0.20376  2.60524  0.64673
 1.0148   2.76201  2.05714
 0.21998  3.46359  0.29359
 1.19732  3.52334  1.20152
 1.24997  1.36988  0.45953
 1.32408  3.65632  0.21057
 0.32464  2.11505  1.40712
 1.20427  3.35593  1.28489
 1.54183  3.6114   1.20494
 1.00389  2.7563   0.18632
 0.99308  3.0039   0.77173
 0.97609  3.01656  1.02809
 0.58651  2.61036  0.33597
 0.77194  2.66755  1.91609
 1.35133  3.1607   1.48394
 1.07334  2.44256  0.78797
 1.0639   2.84753  1.58415
 0.63698  2.41008  0.01566
 1.27832  3.19374  0.95082
 0.81308  2.50386  1.17235
 2.39025  3.17459  1.77046
 0.44627  3.13933 -0.85409
 1.04652  3.91533  2.28463
 2.15621  2.38534  1.05055
 1.02629  2.9022   0.9788 
 1.91132  3.0537   1.75532
 0.13448  4.40744  2.07587
 1.796    1.57933  0.65187
 0.84191  2.90263  1.20691
 0.90004  3.27904  2.73739
 1.24086  2.73134  1.52341
 1.01613  2.97226  0.96015
-0.24225  2.54996  1.54651
 1.13708  2.47561 -0.64918
 0.36496  4.51861  1.96269
 0.85204  2.82683  1.03284
 0.75716  3.23416  2.41995
 2.06359  3.19934 -0.35018
 0.61144  2.47599  2.65041
 2.09719  2.1649   0.35534
 0.87062  2.81261  0.73117
 0.83489  3.38134  1.9651 
 1.99344  3.11007 -0.04359
 0.43296  3.69895  2.3016 
 0.97737  2.93089  0.94373
 0.59024  2.77603  1.09426
 1.34945  3.24714  1.90039
 0.27536  3.04818  0.21812
 1.15834  2.85519  0.03512
 0.66737  2.65096  0.77401
 1.84309  3.20432  2.79471
 1.34912  3.1196   0.8977 
 1.69463  3.05593  0.44049
 1.34117  2.74499  1.82315
 1.53016  3.25656  1.46501
 1.20989  3.1007   2.84477
 0.3933   2.40703  0.02118
 0.78926  2.92786  0.60786
 1.0041   3.01897  0.99238
 0.98593  3.28029  0.28953
-0.2252   2.20315  2.07482
 2.14559  2.52975  1.44825
 1.02394  3.04681 -0.17352
 1.01967  3.07687  0.89443
 1.02222  2.86504  0.44013
 0.62734  2.60217  0.8987 
 1.01457  2.88738  1.07823
 1.24031  2.58863  1.99708
 1.19113  3.0278   0.75015
 0.93161  3.12328 -0.67554
 0.36195  2.89106  2.13008
 0.86948  2.78452  0.64724
 1.00761  3.06129  2.37198
 0.91044  3.10969  2.47219
 0.218    3.97073  2.01987
 0.63841  2.83619  0.53463
 1.04708  3.26002  1.09158
 1.40868  2.98786  0.44492
 2.70302  2.94713  0.32495
 0.99336  2.58044  1.25578
 0.03513  3.11622  1.25525
 1.00241  3.03997  0.75811
 2.26363  3.66556  2.37505
 0.46108  2.81723  2.87327
 1.41364  3.28755 -0.49927
 1.69549  3.49472  1.00964
 0.66324  2.78879  2.13476
 1.17967  2.96582 -0.63385
 1.08886  2.99914  2.05106
 0.63919  3.53165  2.53612
 0.90059  3.16493  0.60763
 1.05161  2.95055  1.08115
 2.84602  2.36791  0.82236
 1.0664   2.97807  1.11376
 1.15883  3.15675 -0.7504 
 0.92913  2.95394 -0.72281
 0.63497  2.49128  2.57426
 1.37822  2.3076   0.37442
 0.38234  2.30109 -0.33579
 1.12807  2.56005  2.55126
 1.05703  2.99956  1.88961
 1.03442  2.9829   0.84687
 0.98559  3.1838   0.67853
 0.96522  3.1556  -0.93522
 1.34524  2.8767   2.48644
 1.32303  2.89791  1.92524
 0.95962  3.07507  0.47121
 1.02752  2.98369  0.99203
-0.48791  4.06315  1.52463
 1.03907  2.93338  1.47792
 1.05296  3.06393  0.42178
 0.72233  3.22642 -0.39268
 1.01909  3.02672  1.24502
 0.30855  3.27188  1.72459
 0.9614   3.0121   0.59035
 0.84908  2.89422  1.13852
 1.58664  4.32588  0.49739
 1.5053   3.18456  2.43437
 0.97269  3.28304  0.41267
 1.46074  3.00335 -0.85219
 0.88545  2.86071  0.95412
 0.90347  2.52723 -0.30077
 1.46678  3.45083  1.39704
 1.60169  1.67647  1.11828
 1.38372  4.76075  1.38333
 1.10564  2.80702  0.28004
 1.48841  3.45575 -0.39694
 0.88747  3.2149   1.27958
 1.06105  2.16653  1.92136
 0.90603  2.94747  1.96896
 0.94921  4.22248 -0.11815
 1.08246  2.95427  1.8785 
 0.02001  4.04529 -0.15676
 0.79297  2.95302  0.75733
 0.5842   2.66871  1.21396
 0.52531  4.40746 -0.12831
 1.17613  3.47237  2.49185
-0.07895  3.24734  1.32204
 2.33576  3.62761  0.89264
 1.4076   2.78562  0.71553
 0.97271  2.99155 -0.44618
 0.63342  3.24886  0.39108
 0.45096  2.97946  0.73431
 1.03089  3.12808  1.0336 
 0.86819  3.5998   2.69343
 1.13341  2.98751  0.70376
 1.00946  3.08409  2.00526
 0.32302  2.65336  0.5804 
 1.00222  2.99917  0.99778
 1.05209  3.01751  1.15221
 0.77276  2.11142  1.46915
 0.1876   2.14715  1.37922
 1.34772  1.8386   1.19849
 0.66618  2.38357  1.43097
 0.18804  2.7795   0.35456
 1.0031   2.99653  0.7857 
 0.99328  3.01701  1.02941
 1.17265  3.68662  0.1948 
 1.01225  4.03247  2.70381
 1.63894  3.41721  1.42691
 0.27898  3.87167  2.07664
 0.75955  3.25828 -0.09806
 1.04808  2.96834  0.53733
-0.57844  3.30861  1.39078
 1.20094  3.5539   1.67394
 1.29884  2.84922 -0.24435
 1.38197  2.64961  0.63295
 1.03594  2.76147  1.39862
 0.94401  2.92234  1.10258
 1.88471  3.80473  1.63256
 1.36995  4.04581  0.14793
 2.14958  2.79512  0.20828
 1.25456  3.37503  1.8177 
 0.72815  3.58397  1.7592 
 0.739    1.9587   1.86585
 0.96317  2.52428 -0.16671
 2.0387   1.49507  1.01812
 1.14631  3.22911  1.73046
 0.96808  4.09413  0.28251
 1.24279  2.63705  0.61069
 2.10657  3.06245  0.90565
 1.03623  3.02532  1.15264
-0.10296  2.49776  2.11346
 1.07254  2.34382  1.19915
 1.06547  2.86812  2.45143
 0.6382   4.53335  0.82356
 2.33942  2.33883  1.86025
 1.76321  3.80569  0.11724
-0.02285  2.94267  1.302  
 1.04475  3.10138  0.08782
 0.94472  2.80048 -0.30092
 0.51864  3.31132  2.68268
 1.16905  3.12943  1.01247
 0.87358  2.82994  0.75946
 1.09432  2.45009  1.05703
 0.29348  3.83231  0.76487
 0.91714  4.00962  1.38305
 1.24102  3.08595  1.75764
 0.45095  1.58265  0.78186
 1.11349  2.96206  1.09303
 0.95879  2.65496  0.88892
 1.21309  3.15961  0.24552
 1.58937  2.91556  1.97379
-0.22056  2.8638   0.95669
 1.31572  3.01217  1.17857
 1.71466  2.73653  0.97098
 1.01816  3.03285  1.1573 
 1.08981  2.34196  0.08899
-0.78665  3.5391   1.23783
 0.92538  2.99836  1.09158
 1.01892  2.22083  1.42891
 0.91191  2.77705  1.41463
 1.01137  3.01203  0.99761
 1.20289  2.78494  0.89949
 1.21418  2.87571  2.39001
 0.94223  2.88854 -0.25865
 1.71219  2.61183 -0.2232 
 2.20621  3.01162  1.77852
 0.69644  3.33682  0.45753
 1.03871  3.48326 -0.00115
 1.63618  3.79717  1.28963
 0.84476  2.63093  1.43855
 1.29417  2.63696  1.01123
 1.00027  2.99504  1.11018
 0.56084  3.42422 -0.07385
 1.6111   3.04219  1.05106
 0.89825  3.22325  1.05643
 0.98856  2.30725  0.75895
 0.96377  3.26504  2.77986
 2.58874  2.98482  0.895  
 0.44838  2.70098  1.52139
 1.22131  2.91189  2.07819
 1.43573  3.44034  1.67861
 2.16955  2.73873  0.92089
 0.71194  3.65789  2.65137
 0.35297  2.90837  0.34488
 0.87897  2.96028  1.47099
 1.88964  2.81198  2.06627
 0.4744   3.14174  1.69919
 0.2738   2.47848  1.06819
 0.70416  2.94576  1.21113
 0.97134  3.02081  1.00985
-0.00048  2.62239  1.38002
 1.0131   2.9955   1.0112 
 0.95812  2.92861  1.95154
 1.02581  2.2091   1.77739
 1.00167  2.92876  1.0998 
 0.89899  2.7701   0.07764
 0.42879  3.32735  0.29718
 0.42115  2.535    2.53015
 1.08433  2.75851  1.19082
 1.06932  3.02207  0.95376
 0.98656  2.97096 -0.32051
 1.14445  2.34643 -0.56737
 1.0003   2.99982  0.99394
-0.42216  3.83444  0.44859
-0.00766  2.10487  1.05646
 0.77855  2.63843 -0.48049
-0.54215  2.13706  0.47309
 0.77396  2.87275  0.30834
 0.97891  3.01087  1.02516
 0.27248  3.16189  1.74764
 1.44982  3.79549 -0.08364
 1.03276  2.99774  0.9642 
 1.05143  2.95102  1.10858
 1.57353  4.06734  2.14158
 1.36799  3.41761  1.41233
 1.54504  3.09141  0.01937
 2.50611  2.21172  0.57409
 1.87081  3.09834 -0.40067
 1.89612  4.11316  0.78611
 1.09426  3.11941  1.89006
 1.10834  3.8683  -0.09704
 0.0714   3.31115  0.86345
 0.41488  2.4872   0.51962
 1.04654  3.03045  0.96302
 1.23734  2.82841  0.33927
 0.75457  2.76252  0.79352
 1.06704  2.95416  0.75707
 2.52787  3.36298  1.73507
 0.5998   3.1534   2.68888
 1.28976  2.74411  1.04839
 1.04924  3.10245 -0.55764
 1.79105  3.52234  0.60274
 1.21741  2.80458  0.73053
 1.13522  2.64835  1.29218
 2.07105  3.24123  1.0627 
 1.70022  3.26977  1.83889
 1.022    2.99411  0.98611
 0.72662  2.80367  0.74106
 1.06711  3.00044  0.43911
 1.25762  2.76155  0.7093 
 1.03417  3.81715  1.93964
-0.19734  3.46058  1.07563
 1.06763  2.7756   1.33   
 0.99509  3.05592  1.34126
 0.90056  3.10607  1.20777
 1.04987  3.02119  0.87302
 1.24754  1.81681  1.42892
 1.70008  2.65928  0.53706
 1.14393  1.93656 -0.15853
 2.24517  1.54344  1.12099
 1.29077  3.33909  0.68599
 0.71197  4.3812   2.04549
 1.20761  2.23625  1.12414
 1.06644  2.74544  2.29144
 1.00528  2.83489 -0.24139
 0.56501  4.2333  -0.10155
 0.96088  3.05224 -0.33055
 0.98964  2.883    0.88332
 0.04721  3.01403  2.58903
 1.69605  2.87715 -0.33826
 0.72654  2.03837  1.54478
 1.24271  2.86287 -0.0183 
 1.09843  2.36236  0.20955
-0.23183  3.41059 -0.35387
 0.99931  3.08115  1.07789
 1.20775  2.6467   1.06693
 1.3693   2.94799 -0.00335
 1.52897  3.38544  1.0442 
 1.04859  3.82297 -0.06071
 1.14496  2.71354  0.58569
 1.98172  2.38665  0.31122
 0.94807  3.11184  1.22096
 0.90992  2.99966  0.85395
 0.73829  3.04458  1.483  
 1.47589  3.2371   1.84093
-0.16914  2.94047  1.97469
 0.21153  2.38159 -0.66104
-0.07851  2.4616   1.32978
 1.002    3.00305  1.0001 
 0.79928  2.67601  0.96194
 0.99552  2.99744  2.95623
 1.00515  3.00427  1.00051
 0.22068  4.0858   1.49984
-0.77137  3.84015  1.14298
 1.00265  3.00597  0.67045
 0.03144  3.53933  2.32982
 1.58856  2.90871  1.1126 
 0.68329  3.48857  1.07201
 0.98663  3.02589  1.22603
 1.48245  2.48546  0.74063
 0.98786  3.03321  1.47614
 1.08241  2.82658  1.37517
 1.70065  2.54465  2.20527
-0.40152  2.6976   0.90854
 0.86189  4.1643  -0.16671
 1.54067  2.94833 -0.13404
 0.75216  3.43162  1.5954 
 2.38559  2.79187  2.08929
 2.64069  3.62932  0.23691
 0.88656  2.69196  1.40115
 0.3542   2.77018  1.34975
 0.94165  3.01433  0.89719
 1.72912  2.70882  0.63681
 1.15351  2.67501  1.31166
 1.15356  3.31837  1.47027
 1.22356  2.84841  1.02352
 1.09532  4.90297  0.51809
 0.96729  2.92382  0.61001
 1.50538  2.62452  1.98979
-0.38599  3.18784  0.92299
 1.1326   3.50644 -0.14492
 1.22687  3.0224   1.60713
 0.92589  1.86192  0.22729
 0.93211  2.98769  1.11705
 1.11612  2.22887  1.32774
 0.68622  3.17742  0.79287
 0.636    2.62177  0.47602
 1.50906  4.16555 -0.20882
 1.09182  3.0694   1.24003
 0.82585  2.66424  0.95691
 1.09628  3.49071  0.59402
 0.73846  2.90119  0.68898
 1.27853  2.76515  1.19545
 0.51892  2.84686  2.7019 
 0.72116  2.49568  1.70219
 1.00055  2.98177  0.94968
 0.96676  2.97523  1.0477 
 0.96628  3.02922  0.92876
 0.67556  2.8612   1.21557
 0.98349  3.01649  2.72254
 1.3859   3.44543  0.5626 
-0.24216  2.00317  0.59438
 0.53727  2.57726  2.08773
 0.97213  3.02794 -0.84667
 0.99681  2.92564  1.12944
 0.99215  3.11891 -0.74609
 1.40917  3.04809 -0.75532
 1.06355  2.78005  0.39252
 0.40457  3.15349  0.46834
 1.18094  3.25006  0.87791
 2.26142  2.75887  0.38517
 0.98806  3.08872  2.22015
 0.87437  2.86391  1.19474
 0.86589  2.76975  1.29354
 1.13166  3.04326  1.29355
 0.32008  3.25368  0.60278
 1.2764   3.32068 -0.30108
 0.92951  2.33607  2.59409
 0.38615  3.40918  0.58342
 1.10482  2.82839  2.11948
 1.11418  3.01029  1.27084
 1.3275   2.82454  1.0514 
 1.39924  3.61844 -0.23624
 0.71958  3.31159  1.22284
 1.44909  3.32421  1.22472
 1.05726  2.9066   0.88573
 0.95895  3.08053  1.30978
 1.03459  3.06526  0.9718 
 1.37075  2.74126  0.52192
 1.50702  3.7802   0.30765
 1.14642  3.08586  2.10649
 0.93242  3.00754  1.62108
 1.83257  1.65219  0.15333
 1.30025  3.61611  1.99658
 1.02468  3.34288 -0.94997
 0.53679  3.07852  0.5216 
 0.51524  2.77358  0.22357
 1.57905  3.23299 -0.77236
 1.49623  3.15322  0.85256
 1.42486  2.70027 -0.19114
 1.43775  3.50558  0.73968
 0.9409   3.1194   0.74953
 0.97401  2.90007  0.83063
 2.17217  3.23652  1.01873
